SKU;Ціна фіду стара;Ціна фіду нова;Зміна фіду %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Доступний;Залишок;Причина алерту
PLSC0107;144.00;144.00;+0.00%;170.00;170.00;+0.00%;13.65%;Ні;*;недоступний у фіді
PLSC0108;163.00;163.00;+0.00%;190.00;190.00;+0.00%;13.65%;Ні;*;недоступний у фіді
PLWP0110;208.00;208.00;+0.00%;240.00;240.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PLWP0112;271.00;271.00;+0.00%;310.00;310.00;+0.00%;13.65%;Ні;*;недоступний у фіді
PLWS0106;132.00;132.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PM18C;1437.00;1437.00;+0.00%;1660.00;1660.00;+0.00%;15.51%;Ні;*;недоступний у фіді
PM5900;1650.00;1650.00;+0.00%;1900.00;1900.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PM6519A;1267.00;1267.00;+0.00%;1460.00;1460.00;+0.00%;14.69%;Ні;*;недоступний у фіді
PM6519B;1437.00;1437.00;+0.00%;1650.00;1650.00;+0.00%;14.69%;Ні;*;недоступний у фіді
PM830;660.00;660.00;+0.00%;770.00;770.00;+0.00%;15.51%;Ні;*;недоступний у фіді
PMT-7E25;131.00;131.00;+0.00%;160.00;160.00;+0.00%;15.17%;Ні;*;недоступний у фіді
PPN-4000K;91476.00;91476.00;+0.00%;104920.00;104920.00;+0.00%;14.69%;Ні;*;недоступний у фіді
PRO-JS158;4840.00;4840.00;+0.00%;5570.00;5570.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PD100W;5280.00;5280.00;+0.00%;6080.00;6080.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1000B;38280.00;38280.00;+0.00%;44030.00;44030.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1000D;42240.00;42240.00;+0.00%;48580.00;48580.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1000F;41360.00;41360.00;+0.00%;47570.00;47570.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1000G;44000.00;44000.00;+0.00%;50600.00;50600.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1000H;39600.00;39600.00;+0.00%;45540.00;45540.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1101LG;38720.00;38720.00;+0.00%;44530.00;44530.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1200N;40700.00;40700.00;+0.00%;46810.00;46810.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1500B;61600.00;61600.00;+0.00%;70840.00;70840.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS1500H;1350.00;1350.00;+0.00%;1560.00;1560.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS180E;5720.00;5720.00;+0.00%;6580.00;6580.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS2000F;65560.00;65560.00;+0.00%;75400.00;75400.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS2000G;75240.00;75240.00;+0.00%;86530.00;86530.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS300-2E;8360.00;8360.00;+0.00%;9620.00;9620.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS300B;238.00;238.00;+0.00%;280.00;280.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS300E;8360.00;8360.00;+0.00%;9620.00;9620.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS301G;15400.00;15400.00;+0.00%;17710.00;17710.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS500B;400.00;400.00;+0.00%;460.00;460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS500E;18040.00;18040.00;+0.00%;20750.00;20750.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS500H;560.00;560.00;+0.00%;650.00;650.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS551G;24640.00;24640.00;+0.00%;28340.00;28340.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS600H;530.00;530.00;+0.00%;610.00;610.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-PS700N;26620.00;26620.00;+0.00%;30620.00;30620.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-S10;932.00;932.00;+0.00%;1080.00;1080.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-S20;2420.00;2420.00;+0.00%;2790.00;2790.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-S30;2860.00;2860.00;+0.00%;3290.00;3290.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-VS8802;1760.00;1760.00;+0.00%;1990.00;1990.00;+0.00%;12.96%;Ні;*;недоступний у фіді
PRO-VS9801;1760.00;1760.00;+0.00%;1990.00;1990.00;+0.00%;12.96%;Ні;*;недоступний у фіді
PRO-YT120W;13200.00;13200.00;+0.00%;15180.00;15180.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO-YT210W;24200.00;24200.00;+0.00%;27830.00;27830.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PRO5500;2124.00;2124.00;+0.00%;2450.00;2450.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PU12-10;1610.00;1610.00;+0.00%;1860.00;1860.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PU6;632.00;632.00;+0.00%;730.00;730.00;+0.00%;15.00%;Ні;*;недоступний у фіді
PILOT HD;41800.00;41800.00;+0.00%;47930.00;47930.00;+0.00%;14.66%;Ні;*;недоступний у фіді
PILOT SCAN TPMS;31752.00;31752.00;+0.00%;36410.00;36410.00;+0.00%;14.66%;Ні;*;недоступний у фіді
R-110;2154.00;2154.00;+0.00%;2480.00;2480.00;+0.00%;15.00%;Ні;*;недоступний у фіді
R-510;2755.00;2755.00;+0.00%;3150.00;3150.00;+0.00%;14.29%;Ні;*;недоступний у фіді
R-510D;3091.00;3091.00;+0.00%;3540.00;3540.00;+0.00%;14.29%;Ні;*;недоступний у фіді
R-600;1138.00;1138.00;+0.00%;1320.00;1320.00;+0.00%;15.51%;Ні;*;недоступний у фіді
R-620D;1474.00;1474.00;+0.00%;1710.00;1710.00;+0.00%;15.51%;Ні;*;недоступний у фіді
R100;2842.00;2842.00;+0.00%;3270.00;3270.00;+0.00%;14.97%;Ні;*;недоступний у фіді
R150;3199.00;3199.00;+0.00%;3680.00;3680.00;+0.00%;14.97%;Ні;*;недоступний у фіді
R470;28984.00;28984.00;+0.00%;33340.00;33340.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RCFL0102;1034.00;1034.00;+0.00%;1190.00;1190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RCFL0152;1320.00;1320.00;+0.00%;1520.00;1520.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RCFL0202;1760.00;1760.00;+0.00%;2030.00;2030.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RCFL1001;1848.00;1848.00;+0.00%;2130.00;2130.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RCFL2001;2684.00;2684.00;+0.00%;3090.00;3090.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RCFL3001;3520.00;3520.00;+0.00%;4050.00;4050.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RGWR3601;253.00;253.00;+0.00%;300.00;300.00;+0.00%;15.21%;Ні;*;недоступний у фіді
RGWR3801;265.00;265.00;+0.00%;310.00;310.00;+0.00%;15.21%;Ні;*;недоступний у фіді
RK-AB-17-PT;200.00;200.00;+0.00%;230.00;230.00;+0.00%;13.20%;Ні;*;недоступний у фіді
RK-GFG;362.00;362.00;+0.00%;410.00;410.00;+0.00%;13.20%;Ні;*;недоступний у фіді
RK-H-3000-PT;419.00;419.00;+0.00%;480.00;480.00;+0.00%;13.20%;Ні;*;недоступний у фіді
RK-H-5005;470.00;470.00;+0.00%;540.00;540.00;+0.00%;13.20%;Ні;*;недоступний у фіді
RK-PT-2/PT-8;223.00;223.00;+0.00%;260.00;260.00;+0.00%;14.33%;Ні;*;недоступний у фіді
RK-TTS-HV30;362.00;362.00;+0.00%;410.00;410.00;+0.00%;13.20%;Ні;*;недоступний у фіді
RK-TTS-TE10;362.00;362.00;+0.00%;410.00;410.00;+0.00%;13.20%;Ні;*;недоступний у фіді
RK12TR;182.00;182.00;+0.00%;210.00;210.00;+0.00%;14.92%;Ні;*;недоступний у фіді
RK14TR;118.00;118.00;+0.00%;140.00;140.00;+0.00%;14.92%;Ні;*;недоступний у фіді
RP17620;1668.00;1668.00;+0.00%;1850.00;1850.00;+0.00%;10.47%;Ні;*;недоступний у фіді
RP7322;2832.00;2832.00;+0.00%;3130.00;3130.00;+0.00%;10.47%;Ні;*;недоступний у фіді
RP7412;1885.00;1885.00;+0.00%;2090.00;2090.00;+0.00%;10.38%;Ні;*;недоступний у фіді
RP7601;2708.00;2708.00;+0.00%;3120.00;3120.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RP8623N;20192.00;20192.00;+0.00%;23230.00;23230.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RSM-1;69000.00;69000.00;+0.00%;79350.00;79350.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RSM-2;72000.00;72000.00;+0.00%;82800.00;82800.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RSM-3;93000.00;93000.00;+0.00%;106950.00;106950.00;+0.00%;15.00%;Ні;*;недоступний у фіді
RSPK0002;41468.00;41468.00;+0.00%;47550.00;47550.00;+0.00%;14.66%;Ні;*;недоступний у фіді
SABP0107;792.00;792.00;+0.00%;910.00;910.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SBAH0707;335.00;335.00;+0.00%;390.00;390.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SBAH1010;509.00;509.00;+0.00%;590.00;590.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SBAH1313;636.00;636.00;+0.00%;740.00;740.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SBBB1808;1328.00;1328.00;+0.00%;1510.00;1510.00;+0.00%;13.65%;Ні;*;недоступний у фіді
SBBB2410;1814.00;1814.00;+0.00%;2070.00;2070.00;+0.00%;13.65%;Ні;*;недоступний у фіді
SBBB3013;2528.00;2528.00;+0.00%;2880.00;2880.00;+0.00%;13.65%;Ні;*;недоступний у фіді
SBBB3616;3409.00;3409.00;+0.00%;3880.00;3880.00;+0.00%;13.65%;Ні;*;недоступний у фіді
SBBB4218;4778.00;4778.00;+0.00%;5440.00;5440.00;+0.00%;13.65%;Ні;*;недоступний у фіді
SBBH1010;606.00;606.00;+0.00%;700.00;700.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SBM0704;906.00;906.00;+0.00%;1040.00;1040.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SBZ0808;1221.00;1221.00;+0.00%;1400.00;1400.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SCB1018;21.00;21.00;+0.00%;40.00;40.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SCP0407;627.00;627.00;+0.00%;720.00;720.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SCY0250;542.00;542.00;+0.00%;630.00;630.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SCY0300;606.00;606.00;+0.00%;700.00;700.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SDP-380;156816.00;156816.00;+0.00%;180340.00;180340.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SDPH0075;28.00;28.00;+0.00%;40.00;40.00;+0.00%;15.29%;Ні;*;недоступний у фіді
SDPH0210;36.00;36.00;+0.00%;50.00;50.00;+0.00%;15.29%;Ні;*;недоступний у фіді
SDPH0215;45.00;45.00;+0.00%;60.00;60.00;+0.00%;15.29%;Ні;*;недоступний у фіді
SDSL0510;34.00;34.00;+0.00%;40.00;40.00;+0.00%;15.29%;Ні;*;недоступний у фіді
SHF2000;500.00;500.00;+0.00%;570.00;570.00;+0.00%;13.55%;Ні;*;недоступний у фіді
SHW2000;469.00;469.00;+0.00%;540.00;540.00;+0.00%;13.55%;Ні;*;недоступний у фіді
SK0220-1;6099.00;6099.00;+0.00%;6990.00;6990.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SK2L14;1910.00;1910.00;+0.00%;2190.00;2190.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SLAD0505V0;654.00;654.00;+0.00%;760.00;760.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SLFL0601;1540.00;1540.00;+0.00%;1780.00;1780.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SLFL1001;1980.00;1980.00;+0.00%;2280.00;2280.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SLFL1501;2640.00;2640.00;+0.00%;3040.00;3040.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SLFL2001;3520.00;3520.00;+0.00%;4050.00;4050.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SMART50-210-220-ITALY;12760.00;12760.00;+0.00%;13920.00;13920.00;+0.00%;9.05%;Ні;*;недоступний у фіді
SMT-0316;54.00;54.00;+0.00%;70.00;70.00;+0.00%;15.17%;Ні;*;недоступний у фіді
SMT-0519;81.00;81.00;+0.00%;100.00;100.00;+0.00%;15.17%;Ні;*;недоступний у фіді
SMT-7E25;119.00;119.00;+0.00%;140.00;140.00;+0.00%;15.17%;Ні;*;недоступний у фіді
SN-304;452.00;452.00;+0.00%;520.00;520.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SP009-8;45.00;45.00;+0.00%;60.00;60.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SP01000002;166110.00;166110.00;+0.00%;191030.00;191030.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SPE06-08;19.00;19.00;+0.00%;40.00;40.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SPL12-03;56.00;56.00;+0.00%;70.00;70.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SPP0301;479.00;479.00;+0.00%;560.00;560.00;+0.00%;15.17%;Ні;*;недоступний у фіді
SPSW1635;172.00;172.00;+0.00%;200.00;200.00;+0.00%;15.14%;Ні;*;недоступний у фіді
SQF0150;52.00;52.00;+0.00%;60.00;60.00;+0.00%;13.55%;Ні;*;недоступний у фіді
SQF0250;97.00;97.00;+0.00%;120.00;120.00;+0.00%;13.55%;Ні;*;недоступний у фіді
SQRT0008;145.00;145.00;+0.00%;170.00;170.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SQRT0009;145.00;145.00;+0.00%;170.00;170.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SQRT0010;174.00;174.00;+0.00%;200.00;200.00;+0.00%;14.60%;Ні;*;недоступний у фіді
SRDW2108;233.00;233.00;+0.00%;270.00;270.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SSVP001;612.00;612.00;+0.00%;710.00;710.00;+0.00%;15.00%;Ні;*;недоступний у фіді
ST-0108-12;2932.00;2932.00;+0.00%;3380.00;3380.00;+0.00%;15.17%;Ні;*;недоступний у фіді
ST-1224;2507.00;2507.00;+0.00%;2890.00;2890.00;+0.00%;15.17%;Ні;*;недоступний у фіді
SVCK0101;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK012VAG;9016.00;9016.00;+0.00%;10370.00;10370.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK040T;5100.00;5100.00;+0.00%;5870.00;5870.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK053GAZ;4620.00;4620.00;+0.00%;5320.00;5320.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK05HNK;3945.00;3945.00;+0.00%;4540.00;4540.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK0808;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK1010;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK12MMC;9016.00;9016.00;+0.00%;10370.00;10370.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK12MZD;9016.00;9016.00;+0.00%;10370.00;10370.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK12TTLX;9016.00;9016.00;+0.00%;10370.00;10370.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK130ZIL;5100.00;5100.00;+0.00%;5870.00;5870.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK14SMD;5100.00;5100.00;+0.00%;5870.00;5870.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK1500L;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK1600L;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK16MB;10050.00;10050.00;+0.00%;11560.00;11560.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK236YMZ;5100.00;5100.00;+0.00%;5870.00;5870.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK301T;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK302S;3005.00;3005.00;+0.00%;3460.00;3460.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK402V;3280.00;3280.00;+0.00%;3780.00;3780.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK406ZMZ;4096.00;4096.00;+0.00%;4720.00;4720.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCK60SMD;5100.00;5100.00;+0.00%;5870.00;5870.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCKAVEO16V;3945.00;3945.00;+0.00%;4540.00;4540.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCKAVEO8V;3945.00;3945.00;+0.00%;4540.00;4540.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SVCKKAMAZ;5123.00;5123.00;+0.00%;5900.00;5900.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SPRINT6;7920.00;7920.00;+0.00%;9110.00;9110.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SPRINT6K;8910.00;8910.00;+0.00%;10250.00;10250.00;+0.00%;15.00%;Ні;*;недоступний у фіді
SPRINT6K+;9790.00;9790.00;+0.00%;11260.00;11260.00;+0.00%;15.00%;Ні;*;недоступний у фіді
T412001;3169.00;3169.00;+0.00%;3640.00;3640.00;+0.00%;14.69%;Ні;*;недоступний у фіді
T820010L;14991.00;14991.00;+0.00%;17200.00;17200.00;+0.00%;14.69%;Ні;*;недоступний у фіді
T82257;6676.00;6676.00;+0.00%;7660.00;7660.00;+0.00%;14.69%;Ні;*;недоступний у фіді
T83000ET;7479.00;7479.00;+0.00%;8580.00;8580.00;+0.00%;14.69%;Ні;*;недоступний у фіді
T83003;4325.00;4325.00;+0.00%;4970.00;4970.00;+0.00%;14.69%;Ні;*;недоступний у фіді
T90204S;923.00;923.00;+0.00%;1060.00;1060.00;+0.00%;14.69%;Ні;*;недоступний у фіді
T90504S;1708.00;1708.00;+0.00%;1960.00;1960.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TAAH1606;8899.00;8899.00;+0.00%;10240.00;10240.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TB-M-0900000L;14520.00;14520.00;+0.00%;16670.00;16670.00;+0.00%;14.74%;Ні;*;недоступний у фіді
TBAB0300;3373.00;3373.00;+0.00%;3880.00;3880.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TBAG0102;8993.00;8993.00;+0.00%;10340.00;10340.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TCAJ0601;20307.00;20307.00;+0.00%;23350.00;23350.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TCAL0704;35905.00;35905.00;+0.00%;41280.00;41280.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TCBH0703;44880.00;44880.00;+0.00%;51590.00;51590.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TDS2001;477.00;477.00;+0.00%;550.00;550.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TDS4001;726.00;726.00;+0.00%;840.00;840.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TEAL3704;1054.00;1054.00;+0.00%;1220.00;1220.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TEAS6501;5570.00;5570.00;+0.00%;6410.00;6410.00;+0.00%;14.95%;Ні;*;недоступний у фіді
TEL05004;5066.00;5066.00;+0.00%;5610.00;5610.00;+0.00%;10.60%;Ні;*;недоступний у фіді
TGSL8150;3225.00;3225.00;+0.00%;3680.00;3680.00;+0.00%;13.86%;Ні;*;недоступний у фіді
TL-1001;1060.00;1060.00;+0.00%;1220.00;1220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TLT-235SCA-220;129800.00;129800.00;+0.00%;148870.00;148870.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLT-240SCA-220;132000.00;132000.00;+0.00%;151400.00;151400.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-235SB-220;103400.00;103400.00;+0.00%;118590.00;118590.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-235SB-380;101200.00;101200.00;+0.00%;116070.00;116070.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-235SC-220;118800.00;118800.00;+0.00%;136260.00;136260.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-235SC-380;116600.00;116600.00;+0.00%;133730.00;133730.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-235SCA-380;132000.00;132000.00;+0.00%;151400.00;151400.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-240SB-220;105600.00;105600.00;+0.00%;121120.00;121120.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-240SB-380;103400.00;103400.00;+0.00%;118590.00;118590.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-240SC-220;121000.00;121000.00;+0.00%;138780.00;138780.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-240SC-380;118800.00;118800.00;+0.00%;136260.00;136260.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-240SCA-220;136400.00;136400.00;+0.00%;156440.00;156440.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TLTW-250AT;206800.00;206800.00;+0.00%;237180.00;237180.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TR15006;8095.00;8095.00;+0.00%;9290.00;9290.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TR20006;6353.00;6353.00;+0.00%;7290.00;7290.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TR6505;3499.00;3499.00;+0.00%;3990.00;3990.00;+0.00%;13.94%;Ні;*;недоступний у фіді
TR9010;1789.00;1789.00;+0.00%;2060.00;2060.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TR9020;2252.00;2252.00;+0.00%;2590.00;2590.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TR9030;3377.00;3377.00;+0.00%;3880.00;3880.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TRA8205;2812.00;2812.00;+0.00%;3230.00;3230.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TRAD003;9076.00;9076.00;+0.00%;10440.00;10440.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRAD036;11188.00;11188.00;+0.00%;12870.00;12870.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRE8220B;11259.00;11259.00;+0.00%;12950.00;12950.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRE8310;32094.00;32094.00;+0.00%;36910.00;36910.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRF0422;48337.00;48337.00;+0.00%;55590.00;55590.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRG2095;17157.00;17157.00;+0.00%;19550.00;19550.00;+0.00%;13.94%;Ні;*;недоступний у фіді
TRG4001-3.5;3372.00;3372.00;+0.00%;3880.00;3880.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRK203D-M;12320.00;12320.00;+0.00%;14120.00;14120.00;+0.00%;14.60%;Ні;*;недоступний у фіді
TRK208-10;8348.00;8348.00;+0.00%;9570.00;9570.00;+0.00%;14.60%;Ні;*;недоступний у фіді
TRMT005;1855.00;1855.00;+0.00%;2130.00;2130.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TRN37-2;3556.00;3556.00;+0.00%;4090.00;4090.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TRP2108;739.00;739.00;+0.00%;850.00;850.00;+0.00%;14.60%;Ні;*;недоступний у фіді
TRPL017;979.00;979.00;+0.00%;1130.00;1130.00;+0.00%;14.60%;Ні;*;недоступний у фіді
TSG5932;19218.00;19218.00;+0.00%;22110.00;22110.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TTS-HV30-1.3;7055.00;7055.00;+0.00%;7990.00;7990.00;+0.00%;13.20%;Ні;*;недоступний у фіді
TTS-TE10-1.3LM;7267.00;7267.00;+0.00%;8230.00;8230.00;+0.00%;13.20%;Ні;*;недоступний у фіді
TW05001;5082.00;5082.00;+0.00%;5850.00;5850.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TWSR4125;2640.00;2640.00;+0.00%;3040.00;3040.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TY20003;20057.00;20057.00;+0.00%;23070.00;23070.00;+0.00%;15.00%;Ні;*;недоступний у фіді
TZ830026X;8311.00;8311.00;+0.00%;9540.00;9540.00;+0.00%;14.69%;Ні;*;недоступний у фіді
TZ830027H;13893.00;13893.00;+0.00%;15940.00;15940.00;+0.00%;14.69%;Ні;*;недоступний у фіді
UC5;1474.00;1474.00;+0.00%;1700.00;1700.00;+0.00%;15.00%;Ні;*;недоступний у фіді
UFT0202;1480.00;1480.00;+0.00%;1710.00;1710.00;+0.00%;15.00%;Ні;*;недоступний у фіді
UFT4748;909.00;909.00;+0.00%;1050.00;1050.00;+0.00%;15.00%;Ні;*;недоступний у фіді
UPDATE;13200.00;13200.00;+0.00%;15140.00;15140.00;+0.00%;14.66%;Ні;*;недоступний у фіді
VE-700;160600.00;160600.00;+0.00%;184690.00;184690.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VE-800B;233200.00;233200.00;+0.00%;268180.00;268180.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VGT0501;305.00;305.00;+0.00%;360.00;360.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VGT0601;305.00;305.00;+0.00%;360.00;360.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VGT0701;305.00;305.00;+0.00%;360.00;360.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VGT0801;305.00;305.00;+0.00%;360.00;360.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VGT0901;305.00;305.00;+0.00%;360.00;360.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VSC0101;1723.00;1723.00;+0.00%;1980.00;1980.00;+0.00%;14.60%;Ні;*;недоступний у фіді
VSC2108;503.00;503.00;+0.00%;580.00;580.00;+0.00%;15.00%;Ні;*;недоступний у фіді
VSP-800;7260.00;7260.00;+0.00%;8210.00;8210.00;+0.00%;12.96%;Ні;*;недоступний у фіді
W40;1176.00;1176.00;+0.00%;1360.00;1360.00;+0.00%;14.97%;Ні;*;недоступний у фіді
WDF-100;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
WDF-20;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
