article,rrc,rrc_adjusted,sell_price,commission_rate,commission,margin_vs_rrc
Q46065,7690.0,7690.0,8740,0.12,1048.8,1.2
Q46093,7690.0,7690.0,8740,0.12,1048.8,1.2
Q46153,7690.0,7690.0,8740,0.12,1048.8,1.2
Q46182,7690.0,7690.0,8740,0.12,1048.8,1.2
Q46192,7690.0,7690.0,8740,0.12,1048.8,1.2
Q46193,7690.0,7690.0,8740,0.12,1048.8,1.2
Q64575,7690.0,7690.0,8740,0.12,1048.8,1.2
Q64576,7690.0,7690.0,8740,0.12,1048.8,1.2
Q64609,7690.0,7690.0,8740,0.12,1048.8,1.2
Q64610,7690.0,7690.0,8740,0.12,1048.8,1.2
Q68413,7690.0,7690.0,8740,0.12,1048.8,1.2
Q68540,7690.0,7690.0,8740,0.12,1048.8,1.2
Q45616,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45851,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45852,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45856,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45868,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45874,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45888,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45906,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45946,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45947,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45975,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45976,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45992,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46017,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46551,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46552,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46262,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46269,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46281,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46359,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46362,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46419,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46473,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46479,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46532,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46535,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46541,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46100,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46162,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46163,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46180,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46181,7644.0,7644.0,8690,0.12,1042.8,3.2
Q46232,7644.0,7644.0,8690,0.12,1042.8,3.2
Q68439,7644.0,7644.0,8690,0.12,1042.8,3.2
Q45292,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45295,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45440,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45466,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45489,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45675,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45742,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45885,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46015,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46573,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46581,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46255,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46272,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46274,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46291,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46363,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46435,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46476,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46478,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46481,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46489,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46491,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46496,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46505,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46531,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46537,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46538,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46539,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46543,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46155,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46228,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46230,7599.0,7599.0,8640,0.12,1036.8,4.2
Q46231,7599.0,7599.0,8640,0.12,1036.8,4.2
Q65156,7599.0,7599.0,8640,0.12,1036.8,4.2
Q68414,7599.0,7599.0,8640,0.12,1036.8,4.2
Q45312,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45321,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45448,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45491,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45552,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45625,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45641,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45703,7553.0,7553.0,8590,0.12,1030.8,6.2
Q46550,7553.0,7553.0,8590,0.12,1030.8,6.2
Q46578,7553.0,7553.0,8590,0.12,1030.8,6.2
Q46579,7553.0,7553.0,8590,0.12,1030.8,6.2
Q46600,7553.0,7553.0,8590,0.12,1030.8,6.2
Q46423,7553.0,7553.0,8590,0.12,1030.8,6.2
Q45467,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45520,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45528,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45554,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45636,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45672,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45701,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45702,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46586,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46295,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46314,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46315,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46520,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46102,7508.0,7508.0,8540,0.12,1024.8,7.2
Q46103,7508.0,7508.0,8540,0.12,1024.8,7.2
QIV-Q1+-9-2_64,7508.0,7508.0,8540,0.12,1024.8,7.2
QIV-Q1+-10-2_64,7508.0,7508.0,8540,0.12,1024.8,7.2
Q45270,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45308,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45315,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45325,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45337,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45339,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45362,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45423,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45424,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45432,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45433,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45592,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45593,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45615,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45630,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45686,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45704,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45751,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45781,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46014,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46572,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46580,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46582,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46585,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46590,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46286,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46299,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46306,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46318,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46527,7462.0,7462.0,8480,0.12,1017.6,0.4
Q46229,7462.0,7462.0,8480,0.12,1017.6,0.4
Q64690,7462.0,7462.0,8480,0.12,1017.6,0.4
Q45277,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45350,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45353,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45417,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45431,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45435,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45436,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45581,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45595,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45635,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45644,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45674,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45706,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45716,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45718,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45736,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45796,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46016,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46575,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46576,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46596,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46597,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46598,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46288,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46289,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46302,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46303,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46310,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46311,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46312,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46313,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46521,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46522,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46234,7417.0,7417.0,8430,0.12,1011.6,1.4
Q46235,7417.0,7417.0,8430,0.12,1011.6,1.4
Q45269,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45282,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45288,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45301,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45302,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45330,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45333,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45354,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45359,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45418,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45529,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45550,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45574,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45577,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45596,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45609,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45614,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45642,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45645,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45684,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45692,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45695,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45724,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45727,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45728,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45748,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45764,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45789,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46569,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46588,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46589,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46591,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46592,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46593,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46594,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46595,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46599,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46290,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46292,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46293,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46296,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46297,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46298,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46304,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46305,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46307,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46316,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46317,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46320,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46321,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46519,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46524,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46525,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46526,7371.0,7371.0,8380,0.12,1005.6,3.4
Q46233,7371.0,7371.0,8380,0.12,1005.6,3.4
Q45271,7326.0,7326.0,8330,0.12,999.6,4.4
Q45272,7326.0,7326.0,8330,0.12,999.6,4.4
Q45279,7326.0,7326.0,8330,0.12,999.6,4.4
Q45281,7326.0,7326.0,8330,0.12,999.6,4.4
Q45283,7326.0,7326.0,8330,0.12,999.6,4.4
Q45284,7326.0,7326.0,8330,0.12,999.6,4.4
Q45287,7326.0,7326.0,8330,0.12,999.6,4.4
Q45309,7326.0,7326.0,8330,0.12,999.6,4.4
Q45331,7326.0,7326.0,8330,0.12,999.6,4.4
Q45332,7326.0,7326.0,8330,0.12,999.6,4.4
Q45381,7326.0,7326.0,8330,0.12,999.6,4.4
Q45388,7326.0,7326.0,8330,0.12,999.6,4.4
Q45419,7326.0,7326.0,8330,0.12,999.6,4.4
Q45450,7326.0,7326.0,8330,0.12,999.6,4.4
Q45460,7326.0,7326.0,8330,0.12,999.6,4.4
Q45469,7326.0,7326.0,8330,0.12,999.6,4.4
Q45479,7326.0,7326.0,8330,0.12,999.6,4.4
Q45490,7326.0,7326.0,8330,0.12,999.6,4.4
Q45512,7326.0,7326.0,8330,0.12,999.6,4.4
Q45553,7326.0,7326.0,8330,0.12,999.6,4.4
Q45580,7326.0,7326.0,8330,0.12,999.6,4.4
Q45603,7326.0,7326.0,8330,0.12,999.6,4.4
Q45612,7326.0,7326.0,8330,0.12,999.6,4.4
Q45619,7326.0,7326.0,8330,0.12,999.6,4.4
Q45620,7326.0,7326.0,8330,0.12,999.6,4.4
Q45624,7326.0,7326.0,8330,0.12,999.6,4.4
Q45634,7326.0,7326.0,8330,0.12,999.6,4.4
Q45643,7326.0,7326.0,8330,0.12,999.6,4.4
Q45656,7326.0,7326.0,8330,0.12,999.6,4.4
Q45659,7326.0,7326.0,8330,0.12,999.6,4.4
Q45673,7326.0,7326.0,8330,0.12,999.6,4.4
Q45745,7326.0,7326.0,8330,0.12,999.6,4.4
Q45756,7326.0,7326.0,8330,0.12,999.6,4.4
Q45759,7326.0,7326.0,8330,0.12,999.6,4.4
Q45765,7326.0,7326.0,8330,0.12,999.6,4.4
Q45766,7326.0,7326.0,8330,0.12,999.6,4.4
Q45776,7326.0,7326.0,8330,0.12,999.6,4.4
Q46570,7326.0,7326.0,8330,0.12,999.6,4.4
Q46574,7326.0,7326.0,8330,0.12,999.6,4.4
Q46583,7326.0,7326.0,8330,0.12,999.6,4.4
Q46584,7326.0,7326.0,8330,0.12,999.6,4.4
Q46285,7326.0,7326.0,8330,0.12,999.6,4.4
Q46294,7326.0,7326.0,8330,0.12,999.6,4.4
Q46308,7326.0,7326.0,8330,0.12,999.6,4.4
Q46309,7326.0,7326.0,8330,0.12,999.6,4.4
Q46523,7326.0,7326.0,8330,0.12,999.6,4.4
Q64748,7326.0,7326.0,8330,0.12,999.6,4.4
Q45285,7280.0,7280.0,8280,0.12,993.6,6.4
Q45293,7280.0,7280.0,8280,0.12,993.6,6.4
Q45300,7280.0,7280.0,8280,0.12,993.6,6.4
Q45305,7280.0,7280.0,8280,0.12,993.6,6.4
Q45311,7280.0,7280.0,8280,0.12,993.6,6.4
Q45329,7280.0,7280.0,8280,0.12,993.6,6.4
Q45357,7280.0,7280.0,8280,0.12,993.6,6.4
Q45360,7280.0,7280.0,8280,0.12,993.6,6.4
Q45361,7280.0,7280.0,8280,0.12,993.6,6.4
Q45369,7280.0,7280.0,8280,0.12,993.6,6.4
Q45379,7280.0,7280.0,8280,0.12,993.6,6.4
Q45389,7280.0,7280.0,8280,0.12,993.6,6.4
Q45430,7280.0,7280.0,8280,0.12,993.6,6.4
Q45444,7280.0,7280.0,8280,0.12,993.6,6.4
Q45445,7280.0,7280.0,8280,0.12,993.6,6.4
Q45446,7280.0,7280.0,8280,0.12,993.6,6.4
Q45447,7280.0,7280.0,8280,0.12,993.6,6.4
Q45463,7280.0,7280.0,8280,0.12,993.6,6.4
Q45470,7280.0,7280.0,8280,0.12,993.6,6.4
Q45472,7280.0,7280.0,8280,0.12,993.6,6.4
Q45474,7280.0,7280.0,8280,0.12,993.6,6.4
Q45475,7280.0,7280.0,8280,0.12,993.6,6.4
Q45487,7280.0,7280.0,8280,0.12,993.6,6.4
Q45488,7280.0,7280.0,8280,0.12,993.6,6.4
Q45532,7280.0,7280.0,8280,0.12,993.6,6.4
Q45537,7280.0,7280.0,8280,0.12,993.6,6.4
Q45556,7280.0,7280.0,8280,0.12,993.6,6.4
Q45588,7280.0,7280.0,8280,0.12,993.6,6.4
Q45591,7280.0,7280.0,8280,0.12,993.6,6.4
Q45597,7280.0,7280.0,8280,0.12,993.6,6.4
Q45601,7280.0,7280.0,8280,0.12,993.6,6.4
Q45613,7280.0,7280.0,8280,0.12,993.6,6.4
Q45617,7280.0,7280.0,8280,0.12,993.6,6.4
Q45637,7280.0,7280.0,8280,0.12,993.6,6.4
Q45638,7280.0,7280.0,8280,0.12,993.6,6.4
Q45640,7280.0,7280.0,8280,0.12,993.6,6.4
Q45647,7280.0,7280.0,8280,0.12,993.6,6.4
Q45649,7280.0,7280.0,8280,0.12,993.6,6.4
Q45650,7280.0,7280.0,8280,0.12,993.6,6.4
Q45653,7280.0,7280.0,8280,0.12,993.6,6.4
Q45654,7280.0,7280.0,8280,0.12,993.6,6.4
Q45657,7280.0,7280.0,8280,0.12,993.6,6.4
Q45667,7280.0,7280.0,8280,0.12,993.6,6.4
Q45678,7280.0,7280.0,8280,0.12,993.6,6.4
Q45687,7280.0,7280.0,8280,0.12,993.6,6.4
Q45696,7280.0,7280.0,8280,0.12,993.6,6.4
Q45697,7280.0,7280.0,8280,0.12,993.6,6.4
Q45710,7280.0,7280.0,8280,0.12,993.6,6.4
Q45713,7280.0,7280.0,8280,0.12,993.6,6.4
Q45729,7280.0,7280.0,8280,0.12,993.6,6.4
Q45735,7280.0,7280.0,8280,0.12,993.6,6.4
Q45744,7280.0,7280.0,8280,0.12,993.6,6.4
Q45746,7280.0,7280.0,8280,0.12,993.6,6.4
Q45750,7280.0,7280.0,8280,0.12,993.6,6.4
Q45752,7280.0,7280.0,8280,0.12,993.6,6.4
Q45769,7280.0,7280.0,8280,0.12,993.6,6.4
Q45778,7280.0,7280.0,8280,0.12,993.6,6.4
Q45779,7280.0,7280.0,8280,0.12,993.6,6.4
Q45782,7280.0,7280.0,8280,0.12,993.6,6.4
Q45790,7280.0,7280.0,8280,0.12,993.6,6.4
Q45797,7280.0,7280.0,8280,0.12,993.6,6.4
QBR-KH 3823-39,7280.0,7280.0,8280,0.12,993.6,6.4
QBR-FH 0707-49,7280.0,7280.0,8280,0.12,993.6,6.4
Q45296,7235.0,7235.0,8230,0.12,987.6,7.4
Q45297,7235.0,7235.0,8230,0.12,987.6,7.4
Q45299,7235.0,7235.0,8230,0.12,987.6,7.4
Q45317,7235.0,7235.0,8230,0.12,987.6,7.4
Q45318,7235.0,7235.0,8230,0.12,987.6,7.4
Q45323,7235.0,7235.0,8230,0.12,987.6,7.4
Q45324,7235.0,7235.0,8230,0.12,987.6,7.4
Q45326,7235.0,7235.0,8230,0.12,987.6,7.4
Q45348,7235.0,7235.0,8230,0.12,987.6,7.4
Q45349,7235.0,7235.0,8230,0.12,987.6,7.4
Q45351,7235.0,7235.0,8230,0.12,987.6,7.4
Q45364,7235.0,7235.0,8230,0.12,987.6,7.4
Q45367,7235.0,7235.0,8230,0.12,987.6,7.4
Q45368,7235.0,7235.0,8230,0.12,987.6,7.4
Q45377,7235.0,7235.0,8230,0.12,987.6,7.4
Q45383,7235.0,7235.0,8230,0.12,987.6,7.4
Q45384,7235.0,7235.0,8230,0.12,987.6,7.4
Q45386,7235.0,7235.0,8230,0.12,987.6,7.4
Q45387,7235.0,7235.0,8230,0.12,987.6,7.4
Q45390,7235.0,7235.0,8230,0.12,987.6,7.4
Q45393,7235.0,7235.0,8230,0.12,987.6,7.4
Q45394,7235.0,7235.0,8230,0.12,987.6,7.4
Q45415,7235.0,7235.0,8230,0.12,987.6,7.4
Q45428,7235.0,7235.0,8230,0.12,987.6,7.4
Q45441,7235.0,7235.0,8230,0.12,987.6,7.4
Q45442,7235.0,7235.0,8230,0.12,987.6,7.4
Q45449,7235.0,7235.0,8230,0.12,987.6,7.4
Q45461,7235.0,7235.0,8230,0.12,987.6,7.4
Q45464,7235.0,7235.0,8230,0.12,987.6,7.4
Q45471,7235.0,7235.0,8230,0.12,987.6,7.4
Q45477,7235.0,7235.0,8230,0.12,987.6,7.4
Q45484,7235.0,7235.0,8230,0.12,987.6,7.4
Q45506,7235.0,7235.0,8230,0.12,987.6,7.4
Q45513,7235.0,7235.0,8230,0.12,987.6,7.4
Q45514,7235.0,7235.0,8230,0.12,987.6,7.4
Q45515,7235.0,7235.0,8230,0.12,987.6,7.4
Q45518,7235.0,7235.0,8230,0.12,987.6,7.4
Q45523,7235.0,7235.0,8230,0.12,987.6,7.4
Q45541,7235.0,7235.0,8230,0.12,987.6,7.4
Q45555,7235.0,7235.0,8230,0.12,987.6,7.4
Q45562,7235.0,7235.0,8230,0.12,987.6,7.4
Q45566,7235.0,7235.0,8230,0.12,987.6,7.4
Q45583,7235.0,7235.0,8230,0.12,987.6,7.4
Q45599,7235.0,7235.0,8230,0.12,987.6,7.4
Q45602,7235.0,7235.0,8230,0.12,987.6,7.4
Q45608,7235.0,7235.0,8230,0.12,987.6,7.4
Q45610,7235.0,7235.0,8230,0.12,987.6,7.4
Q45618,7235.0,7235.0,8230,0.12,987.6,7.4
Q45623,7235.0,7235.0,8230,0.12,987.6,7.4
Q45633,7235.0,7235.0,8230,0.12,987.6,7.4
Q45639,7235.0,7235.0,8230,0.12,987.6,7.4
Q45648,7235.0,7235.0,8230,0.12,987.6,7.4
Q45655,7235.0,7235.0,8230,0.12,987.6,7.4
Q45658,7235.0,7235.0,8230,0.12,987.6,7.4
Q45669,7235.0,7235.0,8230,0.12,987.6,7.4
Q45680,7235.0,7235.0,8230,0.12,987.6,7.4
Q45683,7235.0,7235.0,8230,0.12,987.6,7.4
Q45693,7235.0,7235.0,8230,0.12,987.6,7.4
Q45715,7235.0,7235.0,8230,0.12,987.6,7.4
Q45717,7235.0,7235.0,8230,0.12,987.6,7.4
Q45721,7235.0,7235.0,8230,0.12,987.6,7.4
Q45726,7235.0,7235.0,8230,0.12,987.6,7.4
Q45743,7235.0,7235.0,8230,0.12,987.6,7.4
Q45749,7235.0,7235.0,8230,0.12,987.6,7.4
Q45753,7235.0,7235.0,8230,0.12,987.6,7.4
Q45768,7235.0,7235.0,8230,0.12,987.6,7.4
Q45773,7235.0,7235.0,8230,0.12,987.6,7.4
Q45780,7235.0,7235.0,8230,0.12,987.6,7.4
Q45793,7235.0,7235.0,8230,0.12,987.6,7.4
Q45267,7189.0,7189.0,8170,0.12,980.4,0.6
Q45268,7189.0,7189.0,8170,0.12,980.4,0.6
Q45273,7189.0,7189.0,8170,0.12,980.4,0.6
Q45278,7189.0,7189.0,8170,0.12,980.4,0.6
Q45286,7189.0,7189.0,8170,0.12,980.4,0.6
Q45289,7189.0,7189.0,8170,0.12,980.4,0.6
Q45290,7189.0,7189.0,8170,0.12,980.4,0.6
Q45294,7189.0,7189.0,8170,0.12,980.4,0.6
Q45303,7189.0,7189.0,8170,0.12,980.4,0.6
Q45310,7189.0,7189.0,8170,0.12,980.4,0.6
Q45316,7189.0,7189.0,8170,0.12,980.4,0.6
Q45319,7189.0,7189.0,8170,0.12,980.4,0.6
Q45320,7189.0,7189.0,8170,0.12,980.4,0.6
Q45328,7189.0,7189.0,8170,0.12,980.4,0.6
Q45334,7189.0,7189.0,8170,0.12,980.4,0.6
Q45336,7189.0,7189.0,8170,0.12,980.4,0.6
Q45346,7189.0,7189.0,8170,0.12,980.4,0.6
Q45347,7189.0,7189.0,8170,0.12,980.4,0.6
Q45358,7189.0,7189.0,8170,0.12,980.4,0.6
Q45363,7189.0,7189.0,8170,0.12,980.4,0.6
Q45371,7189.0,7189.0,8170,0.12,980.4,0.6
Q45375,7189.0,7189.0,8170,0.12,980.4,0.6
Q45385,7189.0,7189.0,8170,0.12,980.4,0.6
Q45391,7189.0,7189.0,8170,0.12,980.4,0.6
Q45395,7189.0,7189.0,8170,0.12,980.4,0.6
Q45400,7189.0,7189.0,8170,0.12,980.4,0.6
Q45402,7189.0,7189.0,8170,0.12,980.4,0.6
Q45404,7189.0,7189.0,8170,0.12,980.4,0.6
Q45405,7189.0,7189.0,8170,0.12,980.4,0.6
Q45425,7189.0,7189.0,8170,0.12,980.4,0.6
Q45427,7189.0,7189.0,8170,0.12,980.4,0.6
Q45434,7189.0,7189.0,8170,0.12,980.4,0.6
Q45437,7189.0,7189.0,8170,0.12,980.4,0.6
Q45454,7189.0,7189.0,8170,0.12,980.4,0.6
Q45455,7189.0,7189.0,8170,0.12,980.4,0.6
Q45458,7189.0,7189.0,8170,0.12,980.4,0.6
Q45459,7189.0,7189.0,8170,0.12,980.4,0.6
Q45473,7189.0,7189.0,8170,0.12,980.4,0.6
Q45480,7189.0,7189.0,8170,0.12,980.4,0.6
Q45485,7189.0,7189.0,8170,0.12,980.4,0.6
Q45494,7189.0,7189.0,8170,0.12,980.4,0.6
Q45505,7189.0,7189.0,8170,0.12,980.4,0.6
Q45507,7189.0,7189.0,8170,0.12,980.4,0.6
Q45509,7189.0,7189.0,8170,0.12,980.4,0.6
