article,rrc,rrc_adjusted,sell_price,commission_rate,commission,margin_vs_rrc
QIV-Q3+_9,13878.0,13878.0,14930,0.07,1045.1,6.9
QIV-Q3+_10,13878.0,13878.0,14930,0.07,1045.1,6.9
QIV-Q2-7-BMW_E39,13650.0,13650.0,14680,0.07,1027.6,2.4
QIV-Q2-7-BMW_E53,13650.0,13650.0,14680,0.07,1027.6,2.4
Q45212,13605.0,13605.0,14630,0.07,1024.1,0.9
Q46075,13332.0,13332.0,14340,0.07,1003.8,4.2
Q46084,13332.0,13332.0,14340,0.07,1003.8,4.2
Q46081,12877.0,12877.0,13850,0.07,969.5,3.5
Q46082,12877.0,12877.0,13850,0.07,969.5,3.5
Q46246,12831.0,12831.0,13800,0.07,966.0,3.0
Q46257,12786.0,12786.0,13750,0.07,962.5,1.5
Q45248,12740.0,12740.0,13700,0.07,959.0,1.0
QBR-K 0542-39,12740.0,12740.0,13700,0.07,959.0,1.0
9M300S-FT-0Din,12740.0,12740.0,13700,0.07,959.0,1.0
10M300S-FT-0Din,12740.0,12740.0,13700,0.07,959.0,1.0
QIV-Q2-7-BMW_E46,12740.0,12740.0,13700,0.07,959.0,1.0
Q45246,12649.0,12649.0,13610,0.07,952.7,8.3
Q45247,12649.0,12649.0,13610,0.07,952.7,8.3
Q45255,12558.0,12558.0,13510,0.07,945.7,6.3
Q45256,12558.0,12558.0,13510,0.07,945.7,6.3
Q45251,12467.0,12467.0,13410,0.07,938.7,4.3
Q45159,12422.0,12422.0,13360,0.07,935.2,2.8
Q45245,12422.0,12422.0,13360,0.07,935.2,2.8
Q45244,12376.0,12376.0,13310,0.07,931.7,2.3
Q45259,12376.0,12376.0,13310,0.07,931.7,2.3
Q45261,12285.0,12285.0,13210,0.07,924.7,0.3
QIV-Q2-7-VW_TRG,12285.0,12285.0,13210,0.07,924.7,0.3
Q45243,12149.0,12149.0,13070,0.07,914.9,6.1
Q68459,12149.0,12149.0,13070,0.07,914.9,6.1
Q45192,12103.0,12103.0,13020,0.07,911.4,5.6
Q45215,12103.0,12103.0,13020,0.07,911.4,5.6
Q45216,12103.0,12103.0,13020,0.07,911.4,5.6
Q45249,12103.0,12103.0,13020,0.07,911.4,5.6
Q45250,12103.0,12103.0,13020,0.07,911.4,5.6
Q46083,12058.0,12058.0,12970,0.07,907.9,4.1
Q68460,12058.0,12058.0,12970,0.07,907.9,4.1
Q46319,12012.0,12012.0,12920,0.07,904.4,3.6
QBR-K 0629-65,11830.0,11830.0,12730,0.07,891.1,8.9
QBR-K 0630-65,11830.0,11830.0,12730,0.07,891.1,8.9
QBR-K 0628-65,11830.0,11830.0,12730,0.07,891.1,8.9
Q68461,11830.0,11830.0,12730,0.07,891.1,8.9
QIV-Q2-7-BK-Opel,11830.0,11830.0,12730,0.07,891.1,8.9
QIV-Q2-7-GR-Opel,11830.0,11830.0,12730,0.07,891.1,8.9
QIV-Q2-7-SL-Opel,11830.0,11830.0,12730,0.07,891.1,8.9
Q46452,11785.0,11785.0,12680,0.07,887.6,7.4
Q45193,11694.0,11694.0,12580,0.07,880.6,5.4
Q46394,11694.0,11694.0,12580,0.07,880.6,5.4
Q45632,11648.0,11648.0,12530,0.07,877.1,4.9
Q45188,11603.0,11603.0,12480,0.07,873.6,3.4
Q45195,11466.0,11466.0,12330,0.07,863.1,0.9
QBR-K 0610-65,11375.0,11375.0,12240,0.07,856.8,8.2
QBR-K 0611-65,11375.0,11375.0,12240,0.07,856.8,8.2
QBR-K 0612-65,11375.0,11375.0,12240,0.07,856.8,8.2
FD7S-M200S,11148.0,11148.0,11990,0.07,839.3,2.7
Q46124,11102.0,11102.0,11940,0.07,835.8,2.2
Q46391,10966.0,10966.0,11800,0.07,826.0,8.0
QBR-F 1163-18,10920.0,10920.0,11750,0.07,822.5,7.5
QBR-A 038UN,10920.0,10920.0,11750,0.07,822.5,7.5
QBR-KH 8006-39,10920.0,10920.0,11750,0.07,822.5,7.5
Q45848,10875.0,10875.0,11700,0.07,819.0,6.0
Q45849,10875.0,10875.0,11700,0.07,819.0,6.0
Q45154,10829.0,10829.0,11650,0.07,815.5,5.5
Q46332,10829.0,10829.0,11650,0.07,815.5,5.5
Q46333,10829.0,10829.0,11650,0.07,815.5,5.5
Q45183,10784.0,10784.0,11600,0.07,812.0,4.0
Q45184,10784.0,10784.0,11600,0.07,812.0,4.0
Q45185,10784.0,10784.0,11600,0.07,812.0,4.0
Q45190,10784.0,10784.0,11600,0.07,812.0,4.0
Q45204,10784.0,10784.0,11600,0.07,812.0,4.0
Q45205,10784.0,10784.0,11600,0.07,812.0,4.0
Q45828,10784.0,10784.0,11600,0.07,812.0,4.0
Q45829,10784.0,10784.0,11600,0.07,812.0,4.0
Q46330,10784.0,10784.0,11600,0.07,812.0,4.0
Q46331,10784.0,10784.0,11600,0.07,812.0,4.0
Q46392,10738.0,10738.0,11550,0.07,808.5,3.5
Q46395,10738.0,10738.0,11550,0.07,808.5,3.5
9M200S,10693.0,10693.0,11500,0.07,805.0,2.0
Q45170,10693.0,10693.0,11500,0.07,805.0,2.0
Q45191,10693.0,10693.0,11500,0.07,805.0,2.0
Q45254,10647.0,10647.0,11450,0.07,801.5,1.5
Q46043,10647.0,10647.0,11450,0.07,801.5,1.5
Q46042,10556.0,10556.0,11360,0.07,795.2,8.8
Q46125,10556.0,10556.0,11360,0.07,795.2,8.8
Q46326,10511.0,10511.0,11310,0.07,791.7,7.3
Q46328,10511.0,10511.0,11310,0.07,791.7,7.3
Q46455,10511.0,10511.0,11310,0.07,791.7,7.3
Q46106,10465.0,10465.0,11260,0.07,788.2,6.8
AFS3.0,10465.0,10465.0,11260,0.07,788.2,6.8
QBR-K 8012-67,10465.0,10465.0,11260,0.07,788.2,6.8
Q68457,10465.0,10465.0,11260,0.07,788.2,6.8
Q45164,10420.0,10420.0,11210,0.07,784.7,5.3
Q45165,10420.0,10420.0,11210,0.07,784.7,5.3
Q45181,10374.0,10374.0,11160,0.07,781.2,4.8
Q45835,10329.0,10329.0,11110,0.07,777.7,3.3
Q68468,10329.0,10329.0,11110,0.07,777.7,3.3
Q45833,10283.0,10283.0,11060,0.07,774.2,2.8
Q45840,10283.0,10283.0,11060,0.07,774.2,2.8
Q45841,10283.0,10283.0,11060,0.07,774.2,2.8
Q45838,10238.0,10238.0,11010,0.07,770.7,1.3
Q45839,10238.0,10238.0,11010,0.07,770.7,1.3
Q45142,10192.0,10192.0,10960,0.07,767.2,0.8
Q45157,10192.0,10192.0,10960,0.07,767.2,0.8
Q45161,10192.0,10192.0,10960,0.07,767.2,0.8
Q46334,10192.0,10192.0,10960,0.07,767.2,0.8
Q45160,10147.0,10147.0,10920,0.07,764.4,8.6
QIV-Q2-9,10101.0,10101.0,10870,0.07,760.9,8.1
QIV-Q2-10,10101.0,10101.0,10870,0.07,760.9,8.1
QBR-KH 8006-82,10010.0,10010.0,10770,0.07,753.9,6.1
QBR-KH 8007-82,10010.0,10010.0,10770,0.07,753.9,6.1
QBR-FH 8004-02,10010.0,10010.0,10770,0.07,753.9,6.1
Q45141,9965.0,9965.0,10720,0.07,750.4,4.6
Q45182,9965.0,9965.0,10720,0.07,750.4,4.6
Q45194,9874.0,9874.0,10620,0.07,743.4,2.6
Q45214,9874.0,9874.0,10620,0.07,743.4,2.6
Q46396,9828.0,9828.0,10570,0.07,739.9,2.1
Q46268,9737.0,9737.0,10470,0.07,732.9,0.1
Q46393,9737.0,9737.0,10470,0.07,732.9,0.1
Q45815,9692.0,9692.0,10430,0.07,730.1,7.9
Q45144,9601.0,9601.0,10330,0.07,723.1,5.9
Q45158,9601.0,9601.0,10330,0.07,723.1,5.9
Q45171,9601.0,9601.0,10330,0.07,723.1,5.9
Q46080,9601.0,9601.0,10330,0.07,723.1,5.9
QBR-A 0175,9555.0,9555.0,10280,0.07,719.6,5.4
Q46480,9464.0,9464.0,10180,0.07,712.6,3.4
Q45209,9419.0,9419.0,10130,0.07,709.1,1.9
Q46078,9419.0,9419.0,10130,0.07,709.1,1.9
Q46390,9373.0,9373.0,10080,0.07,705.6,1.4
Q68935,9373.0,9373.0,10080,0.07,705.6,1.4
Q46073,9328.0,9328.0,10040,0.07,702.8,9.2
Q46074,9328.0,9328.0,10040,0.07,702.8,9.2
Q46156,9328.0,9328.0,10040,0.07,702.8,9.2
QBR-K 1136-57,9328.0,9328.0,10040,0.07,702.8,9.2
QBR-K 7015-56,9328.0,9328.0,10040,0.07,702.8,9.2
Q45162,9146.0,9146.0,10000,0.07,700.0,154.0
Q45166,9100.0,9100.0,10000,0.07,700.0,200.0
Q45169,9100.0,9100.0,10000,0.07,700.0,200.0
Q45174,9191.0,9191.0,10000,0.07,700.0,109.0
Q45176,9055.0,9055.0,10000,0.07,700.0,245.0
Q45177,9055.0,9055.0,10000,0.07,700.0,245.0
Q45178,9055.0,9055.0,10000,0.07,700.0,245.0
Q45179,9100.0,9100.0,10000,0.07,700.0,200.0
Q45189,8873.0,8873.0,10000,0.07,700.0,427.0
Q45210,8964.0,8964.0,10000,0.07,700.0,336.0
Q45211,9191.0,9191.0,10000,0.07,700.0,109.0
Q45235,9009.0,9009.0,10000,0.07,700.0,291.0
Q45237,8873.0,8873.0,10000,0.07,700.0,427.0
Q45242,8873.0,8873.0,10000,0.07,700.0,427.0
Q45265,9009.0,9009.0,10000,0.07,700.0,291.0
Q45813,9237.0,9237.0,10000,0.07,700.0,63.0
Q45825,9146.0,9146.0,10000,0.07,700.0,154.0
Q45872,8827.0,8827.0,10000,0.07,700.0,473.0
Q45910,8873.0,8873.0,10000,0.07,700.0,427.0
Q45930,8873.0,8873.0,10000,0.07,700.0,427.0
Q45933,9009.0,9009.0,10000,0.07,700.0,291.0
Q45959,8918.0,8918.0,10000,0.07,700.0,382.0
Q46032,8873.0,8873.0,10000,0.07,700.0,427.0
Q46270,8964.0,8964.0,10000,0.07,700.0,336.0
Q46344,8827.0,8827.0,10000,0.07,700.0,473.0
Q46345,8827.0,8827.0,10000,0.07,700.0,473.0
Q46346,9191.0,9191.0,10000,0.07,700.0,109.0
Q46400,8827.0,8827.0,10000,0.07,700.0,473.0
Q46417,8918.0,8918.0,10000,0.07,700.0,382.0
Q46418,9282.0,9282.0,10000,0.07,700.0,18.0
Q46425,8918.0,8918.0,10000,0.07,700.0,382.0
Q46071,9282.0,9282.0,10000,0.07,700.0,18.0
Q46072,8964.0,8964.0,10000,0.07,700.0,336.0
Q46079,8964.0,8964.0,10000,0.07,700.0,336.0
Q46116,8827.0,8827.0,10000,0.07,700.0,473.0
Q46139,8827.0,8827.0,10000,0.07,700.0,473.0
Q46140,8873.0,8873.0,10000,0.07,700.0,427.0
Q46239,8918.0,8918.0,10000,0.07,700.0,382.0
Q46240,8827.0,8827.0,10000,0.07,700.0,473.0
Q65148,9282.0,9282.0,10000,0.07,700.0,18.0
Q65154,8827.0,8827.0,10000,0.07,700.0,473.0
Q65155,8827.0,8827.0,10000,0.07,700.0,473.0
Q65157,9282.0,9282.0,10000,0.07,700.0,18.0
QBR-K 8015-82,9100.0,9100.0,10000,0.07,700.0,200.0
QBR-K 8000-67,9100.0,9100.0,10000,0.07,700.0,200.0
Q68452,9191.0,9191.0,10000,0.07,700.0,109.0
Q68730,8827.0,8827.0,10000,0.07,700.0,473.0
QIV-Q1-7-SL-Opel,9100.0,9100.0,10000,0.07,700.0,200.0
QIV-Q1-7-BK-Opel,9100.0,9100.0,10000,0.07,700.0,200.0
QBR-KH 8001-42,9100.0,9100.0,10000,0.07,700.0,200.0
QBR-KH 0503-39,9100.0,9100.0,10000,0.07,700.0,200.0
Q45187,8782.0,8782.0,9980,0.12,1197.6,0.4
Q45234,8782.0,8782.0,9980,0.12,1197.6,0.4
Q45240,8782.0,8782.0,9980,0.12,1197.6,0.4
Q45253,8782.0,8782.0,9980,0.12,1197.6,0.4
Q45818,8782.0,8782.0,9980,0.12,1197.6,0.4
Q45880,8782.0,8782.0,9980,0.12,1197.6,0.4
Q46024,8782.0,8782.0,9980,0.12,1197.6,0.4
Q46354,8782.0,8782.0,9980,0.12,1197.6,0.4
Q46356,8782.0,8782.0,9980,0.12,1197.6,0.4
Q46085,8782.0,8782.0,9980,0.12,1197.6,0.4
Q46236,8782.0,8782.0,9980,0.12,1197.6,0.4
Q45219,8736.0,8736.0,9930,0.12,1191.6,2.4
Q45238,8736.0,8736.0,9930,0.12,1191.6,2.4
Q45816,8736.0,8736.0,9930,0.12,1191.6,2.4
Q45931,8736.0,8736.0,9930,0.12,1191.6,2.4
Q45960,8736.0,8736.0,9930,0.12,1191.6,2.4
Q46448,8736.0,8736.0,9930,0.12,1191.6,2.4
Q46498,8736.0,8736.0,9930,0.12,1191.6,2.4
Q46545,8736.0,8736.0,9930,0.12,1191.6,2.4
Q46119,8736.0,8736.0,9930,0.12,1191.6,2.4
Q46154,8736.0,8736.0,9930,0.12,1191.6,2.4
Q46161,8736.0,8736.0,9930,0.12,1191.6,2.4
Q65319,8736.0,8736.0,9930,0.12,1191.6,2.4
Q45168,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45217,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45223,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45236,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45817,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45909,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45997,8691.0,8691.0,9880,0.12,1185.6,3.4
Q46456,8691.0,8691.0,9880,0.12,1185.6,3.4
Q46474,8691.0,8691.0,9880,0.12,1185.6,3.4
Q46547,8691.0,8691.0,9880,0.12,1185.6,3.4
Q46057,8691.0,8691.0,9880,0.12,1185.6,3.4
Q46158,8691.0,8691.0,9880,0.12,1185.6,3.4
Q65330,8691.0,8691.0,9880,0.12,1185.6,3.4
Q45167,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45198,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45203,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45241,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45809,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45873,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45950,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46009,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46327,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46373,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46374,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46411,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46430,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46493,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46497,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46053,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46113,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46146,8645.0,8645.0,9830,0.12,1179.6,5.4
Q46186,8645.0,8645.0,9830,0.12,1179.6,5.4
QBR-A 0382A_T500,8645.0,8645.0,9830,0.12,1179.6,5.4
QBR-KH 1109-49,8645.0,8645.0,9830,0.12,1179.6,5.4
Q45180,8600.0,8600.0,9780,0.12,1173.6,6.4
Q45220,8600.0,8600.0,9780,0.12,1173.6,6.4
Q45824,8600.0,8600.0,9780,0.12,1173.6,6.4
Q45963,8600.0,8600.0,9780,0.12,1173.6,6.4
Q46511,8600.0,8600.0,9780,0.12,1173.6,6.4
Q46059,8600.0,8600.0,9780,0.12,1173.6,6.4
Q68544,8600.0,8600.0,9780,0.12,1173.6,6.4
Q45218,8554.0,8554.0,9730,0.12,1167.6,8.4
Q45221,8554.0,8554.0,9730,0.12,1167.6,8.4
Q45222,8554.0,8554.0,9730,0.12,1167.6,8.4
Q45225,8554.0,8554.0,9730,0.12,1167.6,8.4
Q45850,8554.0,8554.0,9730,0.12,1167.6,8.4
Q45996,8554.0,8554.0,9730,0.12,1167.6,8.4
Q46041,8554.0,8554.0,9730,0.12,1167.6,8.4
Q46355,8554.0,8554.0,9730,0.12,1167.6,8.4
Q46410,8554.0,8554.0,9730,0.12,1167.6,8.4
Q46062,8554.0,8554.0,9730,0.12,1167.6,8.4
Q46133,8554.0,8554.0,9730,0.12,1167.6,8.4
Q46223,8554.0,8554.0,9730,0.12,1167.6,8.4
Q45206,8509.0,8509.0,9670,0.12,1160.4,0.6
Q45262,8509.0,8509.0,9670,0.12,1160.4,0.6
Q45907,8509.0,8509.0,9670,0.12,1160.4,0.6
Q45939,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46248,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46271,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46389,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46445,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46450,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46528,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46068,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46097,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46122,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46211,8509.0,8509.0,9670,0.12,1160.4,0.6
Q46224,8509.0,8509.0,9670,0.12,1160.4,0.6
Q45264,8463.0,8463.0,9620,0.12,1154.4,2.6
Q45937,8463.0,8463.0,9620,0.12,1154.4,2.6
Q45948,8463.0,8463.0,9620,0.12,1154.4,2.6
Q45949,8463.0,8463.0,9620,0.12,1154.4,2.6
Q45961,8463.0,8463.0,9620,0.12,1154.4,2.6
Q45962,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46046,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46254,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46336,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46416,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46446,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46060,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46063,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46066,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46067,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46101,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46105,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46126,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46127,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46168,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46184,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46204,8463.0,8463.0,9620,0.12,1154.4,2.6
Q46207,8463.0,8463.0,9620,0.12,1154.4,2.6
Q68382,8463.0,8463.0,9620,0.12,1154.4,2.6
Q45202,8418.0,8418.0,9570,0.12,1148.4,3.6
Q45806,8418.0,8418.0,9570,0.12,1148.4,3.6
Q45812,8418.0,8418.0,9570,0.12,1148.4,3.6
Q45845,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46000,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46034,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46040,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46553,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46559,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46567,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46256,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46279,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46280,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46284,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46329,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46335,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46424,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46502,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46052,8418.0,8418.0,9570,0.12,1148.4,3.6
Q46196,8418.0,8418.0,9570,0.12,1148.4,3.6
QIV-Q1+-9_4_64,8418.0,8418.0,9570,0.12,1148.4,3.6
QIV-Q1+-10_4_64,8418.0,8418.0,9570,0.12,1148.4,3.6
Q45199,8372.0,8372.0,9520,0.12,1142.4,5.6
Q45227,8372.0,8372.0,9520,0.12,1142.4,5.6
Q45908,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46025,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46036,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46563,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46282,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46325,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46385,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46437,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46467,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46488,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46135,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46137,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46151,8372.0,8372.0,9520,0.12,1142.4,5.6
Q46198,8372.0,8372.0,9520,0.12,1142.4,5.6
Q68748,8372.0,8372.0,9520,0.12,1142.4,5.6
Q45145,8327.0,8327.0,9470,0.12,1136.4,6.6
Q45213,8327.0,8327.0,9470,0.12,1136.4,6.6
Q45901,8327.0,8327.0,9470,0.12,1136.4,6.6
Q45986,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46033,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46038,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46412,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46439,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46441,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46110,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46138,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46152,8327.0,8327.0,9470,0.12,1136.4,6.6
Q46221,8327.0,8327.0,9470,0.12,1136.4,6.6
Q64608,8327.0,8327.0,9470,0.12,1136.4,6.6
Q45173,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45228,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45233,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45810,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45821,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45902,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45916,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45943,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45951,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46386,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46388,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46397,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46408,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46468,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46487,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46095,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46096,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46136,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46159,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46195,8281.0,8281.0,9420,0.12,1130.4,8.6
Q46222,8281.0,8281.0,9420,0.12,1130.4,8.6
Q45229,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45230,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45263,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45846,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45857,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45891,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45895,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45954,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45965,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45998,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46044,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46045,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46401,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46413,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46434,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46454,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46457,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46464,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46466,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46490,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46142,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46145,8236.0,8236.0,9360,0.12,1123.2,0.8
Q46160,8236.0,8236.0,9360,0.12,1123.2,0.8
Q68441,8236.0,8236.0,9360,0.12,1123.2,0.8
Q45207,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45807,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45814,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45836,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45843,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45853,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45893,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45918,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45934,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45935,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45989,8190.0,8190.0,9310,0.12,1117.2,2.8
Q45999,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46267,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46349,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46369,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46378,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46409,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46477,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46486,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46087,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46090,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46141,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46144,8190.0,8190.0,9310,0.12,1117.2,2.8
Q46173,8190.0,8190.0,9310,0.12,1117.2,2.8
QIV-Q1+_8 VW,8190.0,8190.0,9310,0.12,1117.2,2.8
Q68400,8190.0,8190.0,9310,0.12,1117.2,2.8
QBR-K 4090-56,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45172,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45224,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45260,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45808,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45811,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45892,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45915,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45924,8145.0,8145.0,9260,0.12,1111.2,3.8
Q45967,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46019,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46035,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46037,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46548,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46565,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46277,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46337,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46370,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46372,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46377,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46076,8145.0,8145.0,9260,0.12,1111.2,3.8
Q46117,8145.0,8145.0,9260,0.12,1111.2,3.8
